Alpha,# of Folds,Time to Train NN,Time to Predict with NN,Training Accuracy,Validation Accuracy
1e-05,6,4.621666630109151,0.015666643778483074,0.831534414337264,0.8315663884304837
7.943282347242822e-06,6,3.845666686693827,0.015500028928120932,0.8320845103543978,0.8320684690141124
6.30957344480193e-06,6,5.225499987602234,0.007166663805643718,0.9964904291229747,0.996627098631453
5.011872336272725e-06,6,3.9821666479110718,0.010833382606506348,0.831968078257582,0.832008150660708
3.981071705534969e-06,6,3.4510000149408975,0.0118333101272583,0.8316669159155708,0.8317270648671061
3.162277660168379e-06,6,4.139999945958455,0.020833373069763184,0.8314299868005847,0.8313858275914053
2.5118864315095823e-06,6,3.819166620572408,0.01033333937327067,0.8319600458390556,0.8318475322806705
1.9952623149688787e-06,6,3.809166669845581,0.015666683514912922,0.9970164870929343,0.996827739802889
1.584893192461114e-06,6,4.0878333648045855,0.012999931971232096,0.99791997044289,0.9978918710411514
